audit_rank,source_index,label,clean_prediction,clean_correct,clean_margin,horizon_steps,input_count,unique_candidates,event_weighted_candidates,class_change_rate,adverse_rate,corrective_rate,lateral_rate,class_changed_unique,adverse_unique,corrective_unique,lateral_unique,minimum_clean_class_margin,minimum_true_class_margin,distinct_candidate_classes,previous_candidates,previous_class_change_rate,previous_adverse_rate,next_candidates,next_class_change_rate,next_adverse_rate,previous_minus_next_class_change_rate,time_tertile_1_class_change_rate,time_tertile_2_class_change_rate,time_tertile_3_class_change_rate,feature_quartile_1_class_change_rate,feature_quartile_2_class_change_rate,feature_quartile_3_class_change_rate,feature_quartile_4_class_change_rate,paired_neither_changed,paired_next_only_changed,paired_previous_only_changed,paired_both_changed,paired_direction_discordance
84,9735,34,34,1,11.758079528808594,200,9001,6436,17998,0.0,0.0,0.0,0.0,0,0,0,0,8.14930534362793,8.14930534362793,1,3217,0.0,0.0,3219,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3216,0,0,0,0.0
85,8547,27,27,1,10.189599990844727,200,10114,8673,20219,0.0,0.0,0.0,0.0,0,0,0,0,6.486612319946289,6.486612319946289,1,4334,0.0,0.0,4339,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4332,0,0,0,0.0
86,4050,11,4,0,1.367884635925293,197,8504,6223,17001,0.012373453318335208,0.0,0.0036959665756066207,0.008677486742728587,77,0,23,54,-0.9957809448242188,-3.888662338256836,4,3112,0.011568123393316195,0.0,3111,0.013179042108646738,0.0,-0.0016109187153305424,0.012987012987012988,0.009911003236245955,0.025727069351230425,0.027559055118110236,0.00510204081632653,0.01229895931882687,0.012549739822467095,3034,38,33,3,-0.0016087516087516086
87,7941,25,25,1,12.74243450164795,199,9116,9676,18228,0.0,0.0,0.0,0.0,0,0,0,0,9.136364936828613,9.136364936828613,1,4838,0.0,0.0,4838,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4836,0,0,0,0.0
88,3658,10,10,1,2.2010879516601562,199,8599,6567,17191,0.020100502512562814,0.020100502512562814,0.0,0.0,132,132,0,0,-1.2211112976074219,-1.2211112976074219,2,3281,0.02072538860103627,0.02072538860103627,3286,0.019476567255021303,0.019476567255021303,0.0012488213460149673,0.03233830845771144,0.02046079779917469,0.0,0.018518518518518517,0.018682399213372666,0.015364916773367477,0.02462712452306625,3150,62,66,2,0.0012195121951219512
89,2588,7,23,0,1.5828475952148438,199,8005,6519,16005,0.07562509587360025,0.0,0.020095106611443474,0.05552998926215677,493,0,131,362,-2.152841567993164,-5.218476295471191,4,3260,0.07730061349693251,0.0,3259,0.07394906413010126,0.0,0.003351549366831255,0.06349206349206349,0.09369994660971703,0.049269311064718165,0.056179775280898875,0.06313416009019165,0.0804,0.07713787085514834,2785,220,231,21,0.0033773411114522566
90,6260,19,19,1,15.543002128601074,199,8686,8802,17364,0.0,0.0,0.0,0.0,0,0,0,0,11.1102294921875,11.1102294921875,1,4400,0.0,0.0,4402,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4397,0,0,0,0.0
91,6713,21,21,1,5.625099182128906,200,9136,8655,18251,0.0,0.0,0.0,0.0,0,0,0,0,2.7554121017456055,2.7554121017456055,1,4325,0.0,0.0,4330,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4319,0,0,0,0.0
92,8061,26,26,1,5.444704055786133,199,6831,6691,13653,0.0,0.0,0.0,0.0,0,0,0,0,3.010446548461914,3.010446548461914,1,3344,0.0,0.0,3347,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3341,0,0,0,0.0
93,9184,31,31,1,6.807913780212402,199,9350,9187,18695,0.0,0.0,0.0,0.0,0,0,0,0,1.4373044967651367,1.4373044967651367,1,4594,0.0,0.0,4593,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4591,0,0,0,0.0
94,2601,7,7,1,17.582273483276367,199,9739,8594,19470,0.0,0.0,0.0,0.0,0,0,0,0,13.970904350280762,13.970904350280762,1,4294,0.0,0.0,4300,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4293,0,0,0,0.0
95,8606,28,28,1,23.855817794799805,199,6717,4941,13427,0.0,0.0,0.0,0.0,0,0,0,0,19.49724006652832,19.49724006652832,1,2469,0.0,0.0,2472,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2467,0,0,0,0.0
96,9078,30,30,1,12.320735931396484,199,7694,7025,15381,0.0,0.0,0.0,0.0,0,0,0,0,10.579048156738281,10.579048156738281,1,3511,0.0,0.0,3514,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3509,0,0,0,0.0
97,6254,19,19,1,6.636592864990234,200,7565,7799,15123,0.0,0.0,0.0,0.0,0,0,0,0,3.9336013793945312,3.9336013793945312,1,3899,0.0,0.0,3900,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3896,0,0,0,0.0
98,8575,28,28,1,24.426830291748047,157,8147,5914,16286,0.0,0.0,0.0,0.0,0,0,0,0,17.914033889770508,17.914033889770508,1,2958,0.0,0.0,2956,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2953,0,0,0,0.0
99,6046,18,10,0,1.652658462524414,200,3795,3633,7587,0.011835948252133223,0.0,0.011835948252133223,0.0,43,0,43,0,-0.7012758255004883,-2.968137741088867,2,1816,0.01486784140969163,0.0,1817,0.008805723720418272,0.0,0.006062117689273358,0.012755102040816327,0.013602251407129456,0.008115419296663661,0.0064516129032258064,0.008097165991902834,0.012675116744496331,0.01674641148325359,1772,16,27,0,0.006060606060606061
